"Termos","Freq","Código"
"dismantl",3,1531
"disord",8,1532
"dispar",1,1533
"dispens",8,1534
"dispers",20,1535
"dispersionprecis",1,1536
"displac",2,1537
"dispos",1,1538
"disput",1,1539
"disregard",2,1540
"disrupt",1,1541
"dissemin",4,1542
"disser",4,1543
"dissert",82,1544
"disserta",2,1545
"dissertac¸~o",4,1546
"dissertação",16,1547
"dissimilar",6,1548
"dissip",4,1549
"distanc",35,1550
"distant",2,1551
"distinct",11,1552
"distinctli",1,1553
"distort",1,1554
"distress",1,1555
"distri",3,1556
"distribu",7,1557
"distribuição",1,1558
"distribuit",1,1559
"distribut",503,1560
"district",8,1561
"disturb",6,1562
"ditiv",1,1563
"diverg",6,1564
"divers",7,1565
"diversifi",1,1566
"divert",1,1567
"divid",16,1568
"dividu",1,1569
"divis",2,1570
"dixon",1,1571
"dlm",1,1572
"dlomax",1,1573
"dma",3,1574
"dna",8,1575
"dockeri",1,1576
"doctor",4,1577
"document",1,1578
"documentari",1,1579
"dollar",1,1580
"domain",27,1581
"domest",12,1582
"domi´nio",1,1583
"domin",4,1584
"don",1,1585
"donan",1,1586
"done",13,1587
"donkei",1,1588
"dorgam",1,1589
"dosag",2,1590
"dose",3,1591
"doubl",6,1592
"doubt",1,1593
"dougli",1,1594
"downstream",2,1595
"dozen",2,1596
"dpcca",2,1597
"dpm",1,1598
"dpr",2,1599
"dql",2,1600
"dra",3,1601
"drastic",1,1602
"draw",8,1603
"drawback",2,1604
"drawn",4,1605
"drechsler",1,1606
"dress",1,1607
"drift",2,1608
"driftshift",2,1609
"drink",14,1610
"driven",10,1611
"drop",1,1612
"drought",2,1613
"drug",5,1614
"dry",24,1615
"dsc",1,1616
"dsfx",1,1617
"dual",2,1618
"dubiou",1,1619
"duce",1,1620
"due",90,1621
"dunn",1,1622
"duqu",2,1623
"durat",14,1624
"durbin",1,1625
"dure",1,1626
"duti",1,1627
"dyadic",1,1628
"dye",2,1629
"dynam",78,1630
"dynarn",1,1631
"dysphon",4,1632
"dysphonia",4,1633
"dyspnea",3,1634
"eab",2,1635
"eam",1,1636
"ear",2,1637
"earli",13,1638
"earlier",1,1639
"earn",1,1640
"eas",1,1641
"easi",5,1642
"easier",2,1643
"easili",2,1644
"east",1,1645
"eat",1,1646
"ebf",2,1647
"ebia",1,1648
"eco",1,1649
"ecolog",15,1650
"ecologi",2,1651
"econom",45,1652
"econometr",3,1653
"economi",13,1654
"economist",1,1655
"econophys",1,1656
"ecosystem",3,1657
"ecumen",6,1658
"edcarlo",1,1659
"edg",9,1660
"edilain",1,1661
"edp",1,1662
"eduardo",4,1663
"educ",39,1664
"educationand",1,1665
"edv",3,1666
"edw",3,1667
"eeg",7,1668
"eer",5,1669
"effect",165,1670
"effi",1,1671
"efficaci",2,1672
"effici",66,1673
"effort",8,1674
"egalitarian",1,1675
"egarch",3,1676
"egg",1,1677
"eigenva",1,1678
"eigenvalu",4,1679
"eigenvector",3,1680
"eight",5,1681
"eighti",1,1682
"either",10,1683
"ekeland",3,1684
"elabor",4,1685
"elain",1,1686
"elast",1,1687
"elder",1,1688
"elderli",6,1689
"elec",1,1690
"elect",15,1691
"electionselector",1,1692
"elector",3,1693
"electr",2,1694
"electron",3,1695
"element",21,1696
"elementari",7,1697
"elena",1,1698
"eleven",2,1699
"elicit",4,1700
"elimin",3,1701
"elit",2,1702
"elitist",3,1703
"elkin",1,1704
"ellipsoid",1,1705
"ellipt",19,1706
"elmira",1,1707
"elsa",3,1708
"elucid",1,1709
"ema",1,1710
"email",1,1711
"emat",1,1712
"embas",1,1713
"embed",2,1714
"embrac",1,1715
"embrapa",1,1716
"emerg",12,1717
"emerson",1,1718
"emiliano",2,1719
"emot",10,1720
"emotion",1,1721
"emphas",7,1722
"emphasi",10,1723
"empir",24,1724
"emploi",13,1725
"employ",1,1726
"employe",2,1727
"empti",2,1728
"emv",1,1729
"emvc",2,1730
"enabl",15,1731
"enact",2,1732
"enc",1,1733
"enci",1,1734
"encompass",4,1735
"encourag",7,1736
"end",18,1737
"endang",1,1738
"endem",4,1739
"endogen",2,1740
"endotrach",1,1741
"enem",17,1742
"energi",15,1743
"engin",5,1744
"enhanc",1,1745
"enjoi",1,1746
"enlarg",1,1747
"enough",3,1748
"enrich",2,1749
"enrol",1,1750
"ensembl",6,1751
"ensur",9,1752
"ent",1,1753
"entail",1,1754
"enter",3,1755
"ential",1,1756
"entir",9,1757
"entiti",2,1758
"entitl",5,1759
"entomolog",1,1760
"entomologi",1,1761
"entranc",2,1762
"entri",1,1763
"entrogram",1,1764
"entropi",4,1765
"entrywis",1,1766
"envelop",2,1767
"envi",1,1768
"enviro",2,1769
"environ",41,1770
"environment",23,1771
"environmet",1,1772
"envisag",1,1773
"envolv",1,1774
"enzym",6,1775
"epicent",1,1776
"epidem",8,1777
"epidemiolog",24,1778
"epidemiologi",3,1779
"epiderm",3,1780
"epiestim",1,1781
"epilogu",1,1782
"epipoi",1,1783
"epistasi",1,1784
"epistemicid",1,1785
"epoch",1,1786
"eqm",2,1787
"equa",1,1788
"equal",28,1789
"equat",61,1790
"equati",1,1791
"equicorrel",1,1792
"equidispers",1,1793
"equilibrium",5,1794
"equilibruim",1,1795
"equip",4,1796
"equit",1,1797
"equiti",6,1798
"equival",17,1799
"eral",1,1800
"ercommitmen",1,1801
"erd",1,1802
"erderli",1,1803
"ergomet",1,1804
"eri",1,1805
"erico",1,1806
"ernest",1,1807
"eros",1,1808
"erron",3,1809
"error",112,1810
"erythematosu",2,1811
"esalq",3,1812
"esalqusp",1,1813
"esb",11,1814
"escola",19,1815
"escuintla",1,1816
"esf",3,1817
"especi",31,1818
"espinheira",2,1819
"espirito",1,1820
"essai",3,1821
"essenci",1,1822
"essenti",15,1823
"establish",36,1824
"estadu",1,1825
"estati´stica",4,1826
"estatística",62,1827
"estatístico",1,1828
"esti",4,1829
"estim",444,1830
"estima",2,1831
"estuari",3,1832
"estudo",2,1833
"etc",6,1834
"eter",1,1835
"ethanol",11,1836
"ethic",2,1837
"ethnic",4,1838
"ethologi",1,1839
"eti",1,1840
"euan",1,1841
"eucalyptu",2,1842
"euclidean",3,1843
"europ",5,1844
"european",2,1845
"eusébio",1,1846
"eutroferr",1,1847
"eutroph",1,1848
"eva",1,1849
"evad",1,1850
"evalu",270,1851
"evangel",1,1852
"evangelista",1,1853
"evas",1,1854
"even",29,1855
"event",42,1856
"eventu",3,1857
"ever",3,1858
"everi",14,1859
"everydai",1,1860
"everyon",1,1861
"everywher",4,1862
"evid",18,1863
"evidenc",6,1864
"evok",5,1865
"evolut",23,1866
"evolutionari",4,1867
"evolv",1,1868
"evt",2,1869
"ewma",8,1870
"exact",10,1871
"exactli",2,1872
"exam",11,1873
"examin",15,1874
"exampl",34,1875
"exasper",1,1876
"exata",1,1877
"excav",2,1878
"exce",1,1879
"exceed",1,1880
"exceedingli",1,1881
"excel",6,1882
"except",8,1883
"excess",14,1884
"exchang",7,1885
"excit",1,1886
"exclud",4,1887
"exclus",10,1888
"execu",1,1889
"execut",10,1890
"exempl",1,1891
"exercis",1,1892
"exergam",1,1893
"exert",3,1894
"exhaust",1,1895
"exhibit",7,1896
"exist",60,1897
"existenti",1,1898
"exogen",1,1899
"exp",5,1900
"expand",10,1901
"expans",10,1902
"expect",40,1903
"expens",2,1904
"experi",77,1905
"experienc",3,1906
"experiment",40,1907
"experimet",1,1908
"expert",2,1909
"explain",22,1910
"explan",1,1911
"explana",1,1912
"explanatori",13,1913
"explicit",3,1914
"explicitli",2,1915
"exploit",3,1916
"explor",27,1917
"exploratori",19,1918
"expo",1,1919
"expon",9,1920
"exponenti",32,1921
"exponentialis",2,1922
"export",8,1923
"expos",4,1924
"exposit",1,1925
"exposur",5,1926
"express",26,1927
"extend",21,1928
"extens",29,1929
"extermin",1,1930
"extern",6,1931
"extra",2,1932
"extract",14,1933
"extrem",51,1934
"extrins",1,1935
"extub",1,1936
"fabric",4,1937
"face",27,1938
"facil",6,1939
"facilit",3,1940
"fact",17,1941
"factor",125,1942
"factori",3,1943
"faculti",3,1944
"fagner",2,1945
"fail",3,1946
"failur",11,1947
"faith",1,1948
"fal",3,1949
"falcão",1,1950
"fall",1,1951
"fals",5,1952
"famili",44,1953
"família",1,1954
"familiar",1,1955
"famou",1,1956
"fang",1,1957
"far",2,1958
"faria",3,1959
"farm",5,1960
"fashion",2,1961
"fast",2,1962
"faster",2,1963
"fat",1,1964
"father",3,1965
"fatigu",2,1966
"fator",2,1967
"fatou",1,1968
"fault",2,1969
"favor",10,1970
"fazenda",1,1971
"fbst",2,1972
"fcv",1,1973
"fear",5,1974
"feasibl",7,1975
"featur",31,1976
"februari",14,1977
"fece",1,1978
"fect",1,1979
"fed",1,1980
"feder",57,1981
"feed",4,1982
"feeder",1,1983
"feedforward",1,1984
"feel",2,1985
"feijão",1,1986
"felmer",2,1987
"felt",2,1988
"femal",18,1989
"fene",2,1990
"ferenc",1,1991
"ferenti",2,1992
"fernand",2,1993
"fernando",1,1994
"ferrari",3,1995
"ferraz",1,1996
"ferreira",10,1997
"fertil",11,1998
"fetal",14,1999
"fetu",1,2000
"fetus",1,2001
"fever",9,2002
"fewer",4,2003
"ffm",4,2004
"ffq",1,2005
"fialho",1,2006
"fib",2,2007
"fiber",2,2008
"field",46,2009
"fifteen",3,2010
"fifth",2,2011
"fifti",2,2012
"fight",3,2013
"figueiredo",1,2014
"figur",1,2015
"file",4,2016
"filho",5,2017
"filho*",1,2018
"fill",5,2019
"filter",19,2020
"filtrat",2,2021
"final",94,2022
"financ",9,2023
"financi",50,2024
"finch",1,2025
"find",40,2026
"finer",1,2027
"finit",45,2028
"finitud",1,2029
"finkelstein",1,2030
"fire",6,2031
"firewood",3,2032
"firework",4,2033
"firsd",1,2034
"first",117,2035
"firstli",5,2036
"fiscal",1,2037
"fischer",1,2038
"fish",14,2039
"fisher",9,2040
"fisheri",1,2041
"fishermen",2,2042
"fist",1,2043
"fit",102,2044
"fite",1,2045
"five",17,2046
"fix",14,2047
"flatten",1,2048
"flávia",1,2049
"flavio",1,2050
"flavor",2,2051
"flaw",3,2052
"fleet",1,2053
"flexcod",4,2054
"flexibil",1,2055
"flexibl",26,2056
"fligner",1,2057
"flour",3,2058
"flow",62,2059
"fluctuat",2,2060
"fluenc",1,2061
"fluid",16,2062
"fluminens",1,2063
"focal",2,2064
"focu",10,2065
"focus",23,2066
"fold",2,2067
"folio",1,2068
"follow",70,2069
"fonseca",2,2070
"food",40,2071
"footbal",5,2072
"footwear",1,2073
"fora",1,2074
"forag",6,2075
"forc",5,2076
"fordist",1,2077
"fore",1,2078
"forecast",38,2079
"foreign",2,2080
"forerunn",1,2081
"forest",33,2082
"forestri",2,2083
"forget",1,2084
"form",70,2085
"formal",6,2086
"formanc",1,2087
"format",10,2088
"former",4,2089
"formu",2,2090
"formul",18,2091
"formula",8,2092
"forsyth",2,2093
"fortaleza",2,2094
"forti",1,2095
"forward",2,2096
"fosp",1,2097
"foster",1,2098
"fou",1,2099
"found",58,2100
"foundat",1,2101
"four",31,2102
"fourier",7,2103
"fourth",4,2104
"fox",1,2105
"fpc",1,2106
"fraction",12,2107
"fragil",3,2108
"fragment",1,2109
"frailti",1,2110
"frame",13,2111
"framework",20,2112
"framinan",2,2113
"franc",1,2114
"francisco",4,2115
"franco*",1,2116
"fraser",2,2117
"fraud",19,2118
"fraudster",1,2119
"fraudul",3,2120
"fréchet",2,2121
"free",35,2122
"freedom",2,2123
"freeknotsplin",1,2124
"freewar",1,2125
"freita",1,2126
"frequenc",27,2127
"frequent",21,2128
"frequentist",5,2129
"friction",1,2130
"friedman",1,2131
"friendli",2,2132
"frog",3,2133
"frontier",1,2134
"fruit",27,2135
"fruticultur",2,2136
"fß",1,2137
"ftsrm",2,2138
"fu",2,2139
"fuel",1,2140
"fulfil",19,2141
"full",12,2142
"fulli",8,2143
"func",1,2144
"functi",1,2145
"function",199,2146
"fund",6,2147
"funda",1,2148
"fundament",18,2149
"fundão",3,2150
"fungi",1,2151
"fungu",4,2152
"furnish",1,2153
"furthemor",1,2154
"furthermor",29,2155
"fuse",1,2156
"futhermor",1,2157
"futur",22,2158
"fuzzi",7,2159
"gabri",1,2160
"gabriela",2,2161
"gage",3,2162
"gagliardo",1,2163
"gaic",1,2164
"gain",27,2165
"gal",2,2166
"galar",1,2167
"galasso",1,2168
"galoi",1,2169
"gam",7,2170
"gama",3,2171
"game",17,2172
"gamlss",15,2173
"gamma",27,2174
"gammerman",1,2175
"gap",7,2176
"gapmind",1,2177
"garbag",2,2178
"garch",12,2179
"garcia",2,2180
"garma",3,2181
"gastrocnemiu",1,2182
"gate",1,2183
"gatewai",2,2184
"gather",5,2185
"gau",1,2186
"gauss",3,2187
"gaussian",37,2188
"gave",1,2189
"gcarr",1,2190
"gdp",4,2191
"gebv",2,2192
"gee",1,2193
"gei",3,2194
"gel",1,2195
"gen",3,2196
"gender",14,2197
"gene",9,2198
"geneou",1,2199
"gener",260,2200
"generalconnot",1,2201
"generaliza",1,2202
"generalizada",1,2203
"generar",1,2204
"generatorsdistribut",1,2205
"genet",61,2206
"genom",33,2207
"genoti",1,2208
"genotyp",45,2209
"genton",1,2210
"gentzen",1,2211
"genu",8,2212
"geo",1,2213
"geodes",1,2214
"geodet",1,2215
"geograph",32,2216
"geographi",3,2217
"geoloc",1,2218
"geometr",13,2219
"geometri",6,2220
"geoprocess",1,2221
"georeferenc",2,2222
"georg",1,2223
"geospati",1,2224
"geostatist",7,2225
"gepgwcr",2,2226
"gerai",10,2227
"germani",2,2228
"germano",1,2229
"germin",3,2230
"germplasm",1,2231
"gérson",3,2232
"gesseiro",1,2233
"gestacion",3,2234
"gestat",18,2235
"get",8,2236
"gev",23,2237
"ggm",2,2238
"ghiotto",1,2239
"giampaoli",1,2240
"giannella",1,2241
"gibb",15,2242
"gieseku",1,2243
"gig",2,2244
"gilbert",1,2245
"gillett",2,2246
"ginal",1,2247
"gini",1,2248
"girojampa",2,2249
"github",1,2250
"give",10,2251
"given",56,2252
"gkj",1,2253
"glarma",2,2254
"glaura",1,2255
"glauraestufmgbr",1,2256
"gleynner",1,2257
"glm",8,2258
"glmm",1,2259
"global",31,2260
"glucos",1,2261
"gmcr",4,2262
"gn-",1,2263
"gnanadesikan",1,2264
"gnaw",2,2265
"gnp",1,2266
"goal",33,2267
"gof",3,2268
"goiá",1,2269
"gold",2,2270
"gome",5,2271
"gompertz",29,2272
"gonc¸alv",1,2273
"gonçalo",1,2274
"gonçalorj",1,2275
"gonçalv",4,2276
"gonzalez",2,2277
"good",57,2278
"goodman",1,2279
"googl",3,2280
"got",1,2281
"gouvêa",1,2282
"govern",11,2283
"governor",1,2284
"gpc",1,2285
"gpd",1,2286
"gpec",1,2287
"gpr",1,2288
"gra",1,2289
"gradat",1,2290
"grade",32,2291
"gradient",11,2292
"graduac¸~o",1,2293
"graduação",20,2294
"gradual",2,2295
"graduat",6,2296
"grai",2,2297
"grain",4,2298
"gram",1,2299
"gramam",1,2300
"gramm",1,2301
"grand",2,2302
"grant",1,2303
"grape",3,2304
"graph",57,2305
"graphic",11,2306
"grass",3,2307
"grassmann",2,2308
"grate",1,2309
"grau",1,2310
"gre",1,2311
"great",20,2312
"greater",62,2313
"greatest",11,2314
"greatli",1,2315
"greed",1,2316
"green",9,2317
"greenhous",4,2318
"gressiv",1,2319
"gressor",1,2320
"grid",6,2321
"gripe",1,2322
"gross",3,2323
"grosso",1,2324
"ground",7,2325
"group",151,2326
"groupon",1,2327
"grow",13,2328
"grown",3,2329
"growth",65,2330
"gru",4,2331
"grubb",1,2332
"grundi",2,2333
"guanabara",4,2334
"guanin",1,2335
"guarante",12,2336
"guaratiba",1,2337
"guatemala",2,2338
"guerr",1,2339
"guess",1,2340
"guid",8,2341
"guidanc",1,2342
"guidelin",3,2343
"guilherm",1,2344
"guilti",1,2345
"guimarã",2,2346
"gumbel",6,2347
"gurarii",1,2348
"gustavo",3,2349
"gutiér",1,2350
"gutiérrez",1,2351
"gwa",4,2352
"gwnbr",2,2353
"gwr",1,2354
"gwzinbr",1,2355
"h°",3,2356
"h°x",1,2357
"h°y",1,2358
"habanero",2,2359
"habit",6,2360
"hai",3,2361
"hair",1,2362
"haj",3,2363
"half",5,2364
"hall",1,2365
"ham",2,2366
"hamilton",1,2367
"hamiltonian",4,2368
"hamiltoniano",1,2369
"hampel",1,2370
"hand",14,2371
"handl",1,2372
"happen",3,2373
"hara",1,2374
"harass",1,2375
"harbor",1,2376
"hard",5,2377
"harm",4,2378
"harmon",2,2379
"harsh",1,2380
"hartigan",4,2381
"hartlei",1,2382
"harvest",7,2383
"hass",2,2384
"hast",9,2385
"hasti",1,2386
"hate",1,2387
"hatk",1,2388
"hausdorff",1,2389
"hax",1,2390
"hazard",2,2391
"hdlss",1,2392
"hdp",8,2393
"head",1,2394
"health",155,2395
"healthcar",1,2396
"healthi",5,2397
"heat",4,2398
"heathi",1,2399
"heavi",14,2400
"heavier",1,2401
"heavili",2,2402
"heckman",3,2403
"hectar",5,2404
"hedg",2,2405
"hedger",1,2406
"hedon",4,2407
"height",12,2408
"held",2,2409
"helmholtz",4,2410
"help",23,2411
"hematolog",1,2412
"henc",5,2413
"henderson",1,2414
"hennig",1,2415
"henriqu",2,2416
"hepat",1,2417
"herbert",2,2418
"herd",2,2419
"hereaft",1,2420
"hereditari",6,2421
"hereford",1,2422
"hereinaft",1,2423
"herent",1,2424
"herit",10,2425
"hermenegilda",1,2426
"hernández",1,2427
"hertel",1,2428
"hessian",1,2429
"hetero",1,2430
"heterocedast",1,2431
"heterog",1,2432
"heterogen",18,2433
"heterogeneiri",1,2434
"heteropca",2,2435
"heteroscedast",10,2436
"heteroskedast",6,2437
"heterozyg",1,2438
"heurist",9,2439
"hgv",1,2440
"hidden",5,2441
"hide",2,2442
"hierar",2,2443
"hierarch",23,2444
"hierarchi",3,2445
"higashizawa",1,2446
"high",102,2447
"higher",60,2448
"highest",25,2449
"highhigh",1,2450
"highli",9,2451
"highlight",25,2452
"hill",5,2453
"hinder",1,2454
"hisatugu",1,2455
"histolog",1,2456
"histopatholog",2,2457
"histor",17,2458
"histori",12,2459
"hit",3,2460
"hiv",7,2461
"hivaid",2,2462
"hjorth",1,2463
"hlb",2,2464
"hmc",1,2465
"hmm",2,2466
"hngarch",3,2467
"hoc",1,2468
"hold",6,2469
"hölder",1,2470
"holdout",1,2471
"holstein",2,2472
"holt",1,2473
"holtwint",1,2474
"home",20,2475
"homicid",2,2476
"homogen",27,2477
"homologi",3,2478
"homoscedast",3,2479
"homoskedast",1,2480
"homozyg",1,2481
"homozygos",1,2482
"hope",1,2483
"horizon",2,2484
"horizont",9,2485
"horta",1,2486
"horvitz",1,2487
"hosmer",1,2488
"hospit",56,2489
"host",1,2490
"hot",11,2491
"hotel",5,2492
"hour",9,2493
"hous",4,2494
"household",13,2495
"how",1,2496
"howev",107,2497
"hpbmpp",2,2498
"hppbmpp",3,2499
"httpricediversityorgdata",1,2500
"huanglongb",1,2501
"hub",1,2502
"huge",1,2503
"hugo",1,2504
"human",45,2505
"humid",4,2506
"humili",4,2507
"hundr",1,2508
"huvo",1,2509
"hvg",5,2510
"hwnp",1,2511
"hxu",1,2512
"hybrid",7,2513
"hybridu",1,2514
"hydrodynam",5,2515
"hydroelectr",2,2516
"hydrogen",1,2517
"hydrograph",2,2518
"hydrolog",1,2519
"hydrologi",3,2520
"hygien",1,2521
"hygienist",1,2522
"hype",1,2523
"hyper",1,2524
"hyperbol",4,2525
"hypercub",1,2526
"hyperendem",1,2527
"hypergeometr",1,2528
"hyperparamet",3,2529
"hypersurfac",5,2530
"hypertens",2,2531
"hypothes",20,2532
"hypothesi",41,2533
"iac",5,2534
"iaçu",1,2535
"iago",1,2536
"ibg",24,2537
"ibm®",1,2538
"ibovespa",5,2539
"ibrx",1,2540
"ical",1,2541
"icp",2,2542
"icr",5,2543
"icu",3,2544
"idat",1,2545
"idea",11,2546
"ideal",7,2547
"ident",26,2548
"identif",21,2549
"identifi",100,2550
"ideolog",3,2551
"ideologi",1,2552
"idgr",1,2553
"idl",2,2554
"iga",1,2555
"igd",1,2556
"ignor",5,2557
"iguaçu",2,2558
"iii",12,2559
"ill",4,2560
"illeg",4,2561
"illustr",37,2562
"ilp",6,2563
"imag",43,2564
"imagej",1,2565
"imageri",1,2566
"imagin",1,2567
"imbal",5,2568
"imbalanc",10,2569
"imboassica",2,2570
"immatur",1,2571
"immedi",6,2572
"immers",2,2573
"immobl",1,2574
"immun",3,2575
"immunodefici",4,2576
"immunolog",1,2577
"impact",46,2578
"impair",4,2579
"impass",1,2580
"impl",1,2581
"implaus",1,2582
"implement",39,2583
"impli",3,2584
"implic",5,2585
"impo",1,2586
"import",121,2587
"important",1,2588
"impos",5,2589
"imposit",1,2590
"imposs",5,2591
"impress",2,2592
"improv",66,2593
"imput",16,2594
"imrd",4,2595
"imu",2,2596
"inaccur",1,2597
"inact",3,2598
"inadequ",2,2599
"inadequaci",1,2600
"inappropri",1,2601
"inca",2,2602
"incent",7,2603
"incid",24,2604
"inclu",1,2605
"includ",51,2606
"inclus",11,2607
"incom",21,2608
"incompat",1,2609
"incomplet",10,2610
"incompress",2,2611
"inconst",1,2612
"incorpo",1,2613
"incorpor",17,2614
"incorpora",1,2615
"incorrect",2,2616
"increas",86,2617
"increasingli",12,2618
"incub",1,2619
"ind",1,2620
"inde",2,2621
"indepen",2,2622
"independ",44,2623
"index",57,2624
"india",1,2625
"indic",124,2626
"indicador",1,2627
"indigen",8,2628
"indigin",2,2629
"indirect",2,2630
"indistinguish",1,2631
"individu",98,2632
"indonesia",1,2633
"induc",5,2634
"industri",15,2635
"indústria",1,2636
"ineffici",3,2637
"inep",1,2638
"inequ",20,2639
"inestim",1,2640
"infant",13,2641
"infect",29,2642
"infecti",10,2643
"infer",92,2644
"inferenti",13,2645
"inferior",1,2646
"inferr",1,2647
"infest",1,2648
"infin",5,2649
"infinit",7,2650
"inflammatori",2,2651
"inflat",25,2652
"inflect",1,2653
"influ",1,2654
"influenc",60,2655
"influenti",4,2656
"influenza",8,2657
"infogrip",1,2658
"infopen",1,2659
"inform",167,2660
"informat",2,2661
"infrar",3,2662
"infrastructur",2,2663
"ing",6,2664
"ingest",4,2665
"ingl",1,2666
"inglé",1,2667
"ingredi",4,2668
"inhabit",5,2669
"inher",6,2670
"inherit",1,2671
"inici",1,2672
"initi",23,2673
"inject",1,2674
"injuri",7,2675
"injustic",2,2676
"inlier",1,2677
"inloco",1,2678
"inmet",1,2679
"innat",1,2680
"inner",3,2681
"inno",1,2682
"innov",9,2683
"inovacafé",1,2684
"inp",1,2685
"inpaint",13,2686
"input",5,2687
"insect",3,2688
"insecur",1,2689
"insepar",1,2690
"insert",13,2691
"insid",4,2692
"insight",1,2693
"insol",2,2694
"inspect",3,2695
"inspir",1,2696
"instabl",6,2697
"instal",12,2698
"instanc",12,2699
"instant",5,2700
"instead",7,2701
"institut",35,2702
"institution",1,2703
"instituto",29,2704
"instrument",7,2705
"instrumento",1,2706
"insuccess",1,2707
"insur",15,2708
"int",3,2709
"intak",3,2710
"intang",1,2711
"integ",12,2712
"integr",27,2713
"intelig",1,2714
"intellig",6,2715
"intend",8,2716
"intens",19,2717
"intensifi",2,2718
"intent",5,2719
"inter",2,2720
"interac",1,2721
"interact",41,2722
"intercept",3,2723
"interconnect",2,2724
"interdepend",1,2725
"interdisciplinari",1,2726
"interect",1,2727
"interest",88,2728
"interfac",2,2729
"interfer",7,2730
"intergrowth",1,2731
"interin",1,2732
"interinstituci",2,2733
"interinstitucion",16,2734
"intermedi",3,2735
"intern",9,2736
"internet",6,2737
"interperson",1,2738
"interpol",11,2739
"interpr",1,2740
"interpret",20,2741
"interrelationship",1,2742
"interrupt",2,2743
"intersect",10,2744
"interv",53,2745
"interven",1,2746
"intervent",7,2747
"interventi",1,2748
"interview",6,2749
"intox",5,2750
"intra",2,2751
"intract",3,2752
"intradai",1,2753
"intrafamili",1,2754
"intric",1,2755
"intrins",6,2756
"introduc",41,2757
"introduct",17,2758
"introductori",1,2759
"intrud",1,2760
"intuit",1,2761
"intuitionist",3,2762
"inv",1,2763
"invad",3,2764
"invari",2,2765
"invas",2,2766
"invers",18,2767
"invert",2,2768
"invest",12,2769
"investi",1,2770
"investig",67,2771
"investor",1,2772
"involut",5,2773
"involv",44,2774
"ion",2,2775
"ipum",1,2776
"irati",1,2777
"iritan",1,2778
"iron",1,2779
"irregular",3,2780
"irrelev",5,2781
"irrevers",1,2782
"irrig",4,2783
"irt",9,2784
"isd",1,2785
"ísi",1,2786
"island",9,2787
"isol",5,2788
"isometr",1,2789
"isomorph",2,2790
"isoperimetr",1,2791
"isotherm",1,2792
"isoton",2,2793
"isotropi",1,2794
"issu",24,2795
"ita",2,2796
"itaberaba",3,2797
"itaboraí",1,2798
"itália",1,2799
"item",48,2800
"iter",7,2801
"iti",2,2802
"itmatmotm",1,2803
"itô",2,2804
"ivo",2,2805
"izabela",1,2806
"jabuticaba",1,2807
"jacobian",1,2808
"jame",2,2809
"jan",1,2810
"jander",1,2811
"janeiro",39,2812
"januari",10,2813
"japanes",1,2814
"jaraf",1,2815
"jbi",1,2816
"ject",1,2817
"jeremia",3,2818
"jet",8,2819
"jhennif",1,2820
"jhonata",1,2821
"joão",15,2822
"job",12,2823
"join",4,2824
"joinpoint",1,2825
"joint",28,2826
"jointli",5,2827
"jônata",1,2828
"jord",2,2829
"jordan",5,2830
"josé",9,2831
"journal",2,2832
"jpo",4,2833
"jssp",3,2834
"ju´nior",1,2835
"juang",2,2836
"juazeiro",1,2837
"judg",1,2838
"judgment",1,2839
"judiciari",1,2840
"juic",1,2841
"juiz",1,2842
"juli",8,2843
"julia",4,2844
"júlia",1,2845
"julien",1,2846
"juma",4,2847
"jump",4,2848
"jundiaí",1,2849
"june",7,2850
"junho",1,2851
"junior",2,2852
"júnior",2,2853
"just",6,2854
"justic",1,2855
"justif",2,2856
"justifi",5,2857
"juvenil",1,2858
"kaggl",1,2859
"kale",1,2860
"kallenberg",2,2861
"kalman",1,2862
"kaplan",4,2863
"kappa",3,2864
"kátia",1,2865
"kato",1,2866
"keep",3,2867
"keham",1,2868
"kei",37,2869
"kelvin",2,2870
"kemer",1,2871
"kept",1,2872
"kera",1,2873
"kernard",1,2874
"kernel",18,2875
"kettenr",1,2876
"keyword",356,2877
"keywordspolynomi",1,2878
"kgdai",1,2879
"kill",3,2880
"killeen",1,2881
"kim",4,2882
"kind",16,2883
"king",1,2884
"kirchhoff",6,2885
"kitchen",1,2886
"knot",19,2887
"knott",2,2888
"know",15,2889
"knowledg",23,2890
"known",54,2891
"knwon",1,2892
"kobayashi",1,2893
"koecher",2,2894
"koenker",1,2895
"korea",2,2896
"kotz",1,2897
"kozubowski",1,2898
"kranaki",1,2899
"krasnoselskii",2,2900
"kreb",1,2901
"krige",14,2902
"krishnamoorthi",1,2903
"krogh",1,2904
"kruskal",1,2905
"kuk",1,2906
"kullback",1,2907
"kulldorf",1,2908
"kulldorff",2,2909
"kumaraswami",9,2910
"kunita",1,2911
"kurtosi",1,2912
"kuzmin",1,2913
"kvkx",1,2914
"l8",2,2915
"label",7,2916
"labor",8,2917
"laboratori",7,2918
"labour",2,2919
"lacho",1,2920
"lack",16,2921
"lactat",1,2922
"lad",2,2923
"lag",5,2924
"lagoa",1,2925
"lagoon",2,2926
"lamb",1,2927
"lambert",1,2928
"laminar",2,2929
"lamp",2,2930
"land",7,2931
"landcov",1,2932
"landmark",5,2933
"landscap",3,2934
"landus",1,2935
"languag",5,2936
"laplac",7,2937
"laplacian",14,2938
"larg",41,2939
"larger",8,2940
"largest",16,2941
"larissa",1,2942
"lariz",1,2943
