"Termos","Freq","Documento","IES"
"effect",1,5,18
"effici",1,5,18
"eigenvalu",1,5,18
"eigenvector",2,5,18
"either",1,5,18
"equival",2,5,18
"establish",1,5,18
"exist",1,5,18
"experi",2,5,18
"experiment",1,5,18
"facilit",1,5,18
"faria",1,5,18
"feder",1,5,18
"fisher",1,5,18
"found",1,5,18
"function",4,5,18
"graph",1,5,18
"group",1,5,18
"hand",1,5,18
"impair",1,5,18
"implement",1,5,18
"import",1,5,18
"includ",1,5,18
"inspect",1,5,18
"instal",1,5,18
"interpret",1,5,18
"ivo",1,5,18
"josé",1,5,18
"júnior",1,5,18
"keyword",1,5,18
"known",1,5,18
"linear",4,5,18
"main",1,5,18
"manova",1,5,18
"mathemat",1,5,18
"matric",1,5,18
"maxim",1,5,18
"mean",2,5,18
"measur",1,5,18
"method",3,5,18
"model",1,5,18
"msc",1,5,18
"multivari",1,5,18
"normal",1,5,18
"object",2,5,18
"observ",2,5,18
"obtain",6,5,18
"octob",1,5,18
"perform",3,5,18
"popul",1,5,18
"presuppos",1,5,18
"priori",1,5,18
"product",1,5,18
"prove",1,5,18
"provid",1,5,18
"quantit",1,5,18
"random",1,5,18
"realiz",1,5,18
"rel",1,5,18
"relationship",1,5,18
"repeat",1,5,18
"residu",1,5,18
"respect",1,5,18
"respons",1,5,18
"result",1,5,18
"ribeiro",1,5,18
"row",1,5,18
"sens",1,5,18
"similar",2,5,18
"simul",1,5,18
"sinc",2,5,18
"softwar",3,5,18
"squar",1,5,18
"statist",2,5,18
"subtract",1,5,18
"sum",2,5,18
"therefor",1,5,18
"transform",1,5,18
"treatment",3,5,18
"two",1,5,18
"universidad",1,5,18
"valu",1,5,18
"variabl",4,5,18
"varianc",2,5,18
"variat",1,5,18
"viçosa",1,5,18
"visual",1,5,18
"wagner",1,5,18
"whose",1,5,18
"within",1,5,18
"work",1,5,18
"adjust",1,6,18
"advis",2,6,18
"agricultur",2,6,18
"algorithm",2,6,18
"analysi",6,6,18
"analyz",2,6,18
"antônio",1,6,18
"appli",1,6,18
"applic",1,6,18
"area",5,6,18
"attribut",6,6,18
"base",2,6,18
"boron",1,6,18
"calcium",1,6,18
"cane",2,6,18
"capac",1,6,18
"carneiro",1,6,18
"cation",1,6,18
"cesar",1,6,18
"characterist",1,6,18
"chemic",2,6,18
"clai",1,6,18
"coeffici",1,6,18
"common",1,6,18
"compon",2,6,18
"consid",2,6,18
"copper",1,6,18
"correspond",1,6,18
"cotzumalguapa",1,6,18
"criteria",1,6,18
"cross",1,6,18
"cultiv",3,6,18
"data",2,6,18
"defin",2,6,18
"delimit",2,6,18
"delin",2,6,18
"depend",1,6,18
"determin",2,6,18
"differ",1,6,18
"diffus",1,6,18
"effect",1,6,18
"effici",1,6,18
"emiliano",1,6,18
"entri",1,6,18
"entropi",1,6,18
"escuintla",1,6,18
"evalu",1,6,18
"exchang",1,6,18
"experiment",1,6,18
"exponenti",1,6,18
"farm",1,6,18
"feder",1,6,18
"fertil",1,6,18
"fit",2,6,18
"fpc",1,6,18
"fuzzi",3,6,18
"georeferenc",1,6,18
"geostatist",3,6,18
"gérson",1,6,18
"guatemala",2,6,18
"harvest",1,6,18
"hectar",1,6,18
"hernández",1,6,18
"homogen",1,6,18
"hydrogen",1,6,18
"interpol",1,6,18
"iron",1,6,18
"june",1,6,18
"keyword",1,6,18
"krige",2,6,18
"least",1,6,18
"locat",1,6,18
"lucía",1,6,18
"magnesium",1,6,18
"mai",2,6,18
"manag",8,6,18
"manganes",1,6,18
"marianna",1,6,18
"matter",1,6,18
"mean",4,6,18
"mendoza",1,6,18
"method",2,6,18
"model",2,6,18
"msc",1,6,18
"multivari",2,6,18
"municip",1,6,18
"nce",1,6,18
"normal",1,6,18
"nugget",1,6,18
"number",1,6,18
"object",1,6,18
"obtain",2,6,18
"officinarum",2,6,18
"organ",1,6,18
"partit",2,6,18
"paulo",1,6,18
"pca",1,6,18
"phosphoru",1,6,18
"physic",2,6,18
"physicochem",1,6,18
"point",1,6,18
"policarpo",1,6,18
"potassium",1,6,18
"potenti",2,6,18
"precis",2,6,18
"predict",1,6,18
"present",2,6,18
"princip",2,6,18
"process",1,6,18
"product",2,6,18
"pure",1,6,18
"qualiti",1,6,18
"recent",1,6,18
"rodrigu",1,6,18
"saccharum",2,6,18
"sampl",1,6,18
"sand",1,6,18
"santa",1,6,18
"santo",1,6,18
"satur",1,6,18
"silt",1,6,18
"similar",1,6,18
"sodium",1,6,18
"soil",7,6,18
"souza",1,6,18
"spatial",4,6,18
"special",1,6,18
"spheric",1,6,18
"squar",1,6,18
"studi",3,6,18
"subarea",1,6,18
"sugar",2,6,18
"sugarcan",2,6,18
"techniqu",1,6,18
"tehuantepec",1,6,18
"theoret",1,6,18
"two",1,6,18
"universidad",1,6,18
"valid",1,6,18
"valu",1,6,18
"variabl",7,6,18
"variogram",2,6,18
"variograph",1,6,18
"viçosa",1,6,18
"within",1,6,18
"work",1,6,18
"zinc",1,6,18
"zone",6,6,18
"=",1,7,18
"advis",1,7,18
"alexandr",1,7,18
"algorithm",1,7,18
"among",1,7,18
"analysi",3,7,18
"appar",2,7,18
"better",1,7,18
"biomass",1,7,18
"can",1,7,18
"choos",1,7,18
"classif",7,7,18
"classifi",2,7,18
"combin",1,7,18
"compar",1,7,18
"comparison",2,7,18
"compos",1,7,18
"consid",1,7,18
"cristina",1,7,18
"crucial",1,7,18
"cultivar",1,7,18
"data",5,7,18
"demand",1,7,18
"desir",1,7,18
"dia",1,7,18
"differ",2,7,18
"discrimin",2,7,18
"driven",1,7,18
"error",2,7,18
"ethanol",1,7,18
"evalu",1,7,18
"facilit",1,7,18
"feder",1,7,18
"fib",2,7,18
"fiber",2,7,18
"first",1,7,18
"forest",2,7,18
"former",1,7,18
"gener",2,7,18
"grow",1,7,18
"higher",2,7,18
"indic",1,7,18
"infrar",2,7,18
"june",1,7,18
"kernard",1,7,18
"keyword",1,7,18
"least",2,7,18
"level",1,7,18
"lower",1,7,18
"luiz",1,7,18
"machin",2,7,18
"method",7,7,18
"msc",1,7,18
"near",2,7,18
"nir",5,7,18
"object",1,7,18
"obtain",1,7,18
"origin",1,7,18
"paramet",1,7,18
"partial",2,7,18
"perform",2,7,18
"peternelli",1,7,18
"power",1,7,18
"pre",2,7,18
"present",2,7,18
"procedur",1,7,18
"properti",2,7,18
"random",2,7,18
"randomli",1,7,18
"repetit",1,7,18
"result",1,7,18
"sampl",2,7,18
"satisfactori",1,7,18
"second",2,7,18
"see",1,7,18
"seek",1,7,18
"select",3,7,18
"sens",1,7,18
"sensit",2,7,18
"separ",2,7,18
"set",6,7,18
"signific",1,7,18
"silva",1,7,18
"sinc",1,7,18
"specif",2,7,18
"spectroscopi",4,7,18
"squar",2,7,18
"stage",3,7,18
"stone",1,7,18
"sucros",2,7,18
"sugarcan",2,7,18
"support",2,7,18
"svm",3,7,18
"ten",1,7,18
"test",2,7,18
"therefor",1,7,18
"train",2,7,18
"treatment",2,7,18
"two",1,7,18
"universidad",1,7,18
"valu",1,7,18
"vector",2,7,18
"via",1,7,18
"viçosa",1,7,18
"work",2,7,18
"accord",1,8,18
"activ",1,8,18
"addit",1,8,18
"adjust",3,8,18
"advisor",2,8,18
"aic",1,8,18
"akaik",1,8,18
"altemir",1,8,18
"among",1,8,18
"analysi",3,8,18
"analyz",1,8,18
"anoth",1,8,18
"anova",2,8,18
"assess",2,8,18
"assign",1,8,18
"assumpt",2,8,18
"asymmetr",1,8,18
"asymmetri",1,8,18
"asymptot",1,8,18
"bayesian",1,8,18
"better",1,8,18
"bic",1,8,18
"braga",1,8,18
"carlo",1,8,18
"carri",2,8,18
"cé",1,8,18
"common",1,8,18
"comparison",4,8,18
"complet",2,8,18
"compon",2,8,18
"conclud",1,8,18
"conduct",1,8,18
"confid",1,8,18
"contrast",1,8,18
"criteria",2,8,18
"data",6,8,18
"design",3,8,18
"differ",1,8,18
"dispers",1,8,18
"distribut",5,8,18
"edcarlo",1,8,18
"effici",1,8,18
"elderli",1,8,18
"emiliano",1,8,18
"envelop",1,8,18
"error",1,8,18
"essenti",1,8,18
"estim",3,8,18
"evalu",1,8,18
"evid",1,8,18
"experi",1,8,18
"experiment",2,8,18
"fact",1,8,18
"fat",1,8,18
"feder",1,8,18
"final",1,8,18
"first",1,8,18
"fit",1,8,18
"fite",1,8,18
"four",1,8,18
"function",1,8,18
"gain",1,8,18
"howev",2,8,18
"increas",1,8,18
"infer",1,8,18
"inform",1,8,18
"instead",1,8,18
"intercept",1,8,18
"interv",1,8,18
"intervent",1,8,18
"jhennif",1,8,18
"keyword",1,8,18
"likelihood",2,8,18
"make",2,8,18
"maximum",1,8,18
"mean",1,8,18
"mention",1,8,18
"method",1,8,18
"methodologi",2,8,18
"miranda",1,8,18
"model",8,8,18
"mont",1,8,18
"msc",1,8,18
"nascimento",1,8,18
"necessari",2,8,18
"non",1,8,18
"normal",11,8,18
"object",1,8,18
"octob",1,8,18
"paulo",1,8,18
"percentag",1,8,18
"perform",1,8,18
"phenomena",1,8,18
"physic",1,8,18
"practic",2,8,18
"previous",1,8,18
"properti",1,8,18
"proven",1,8,18
"provid",1,8,18
"qualit",1,8,18
"quantil",1,8,18
"quantit",2,8,18
"random",7,8,18
"refer",2,8,18
"relat",1,8,18
"residu",2,8,18
"result",1,8,18
"sampl",1,8,18
"santo",1,8,18
"sar",1,8,18
"second",1,8,18
"set",3,8,18
"silva",1,8,18
"simul",3,8,18
"size",1,8,18
"skew",5,8,18
"souza",1,8,18
"statist",1,8,18
"studi",6,8,18
"sub",1,8,18
"temperatur",1,8,18
"test",3,8,18
"therefor",2,8,18
"two",2,8,18
"universidad",1,8,18
"valid",1,8,18
"variabl",2,8,18
"varianc",1,8,18
"verifi",1,8,18
"viçosa",1,8,18
"violat",1,8,18
"work",2,8,18
"addit",1,9,18
"advantag",1,9,18
"advis",1,9,18
"agrarian",1,9,18
"agricultur",1,9,18
"aim",1,9,18
"allow",1,9,18
"analysi",1,9,18
"appli",2,9,18
"applic",1,9,18
"area",2,9,18
"assess",2,9,18
"auc",2,9,18
"bay",4,9,18
"bayesian",1,9,18
"best",1,9,18
"bia",1,9,18
"blasso",3,9,18
"blast",3,9,18
"brr",5,9,18
"can",1,9,18
"capac",1,9,18
"characterist",1,9,18
"coeffici",1,9,18
"compar",2,9,18
"compos",1,9,18
"consid",1,9,18
"contain",1,9,18
"cp",4,9,18
"criteria",1,9,18
"curv",6,9,18
"dai",1,9,18
"data",2,9,18
"determin",1,9,18
"dichotom",1,9,18
"differ",1,9,18
"discriminatori",1,9,18
"effici",2,9,18
"equival",2,9,18
"error",1,9,18
"evalu",1,9,18
"even",1,9,18
"excel",1,9,18
"execut",1,9,18
"extract",1,9,18
"factor",1,9,18
"faster",1,9,18
"februari",1,9,18
"feder",1,9,18
"filho",1,9,18
"final",1,9,18
"fit",1,9,18
"follow",1,9,18
"fruit",2,9,18
"genom",2,9,18
"germin",3,9,18
"gome",1,9,18
"graphic",1,9,18
"habanero",2,9,18
"hand",1,9,18
"howev",1,9,18
"import",1,9,18
"indic",3,9,18
"interact",1,9,18
"keyword",1,9,18
"logist",4,9,18
"manual",1,9,18
"martin",1,9,18
"mechan",1,9,18
"method",3,9,18
"methodologi",2,9,18
"min",3,9,18
"model",14,9,18
"month",1,9,18
"msc",1,9,18
"need",1,9,18
"neto",1,9,18
"oper",1,9,18
"orang",1,9,18
"oriza",1,9,18
"pepper",2,9,18
"period",2,9,18
"poorli",1,9,18
"power",1,9,18
"predict",2,9,18
"present",1,9,18
"prove",2,9,18
"qualiti",1,9,18
"rate",1,9,18
"receiv",1,9,18
"red",1,9,18
"regress",5,9,18
"represent",1,9,18
"resist",2,9,18
"respect",1,9,18
"result",1,9,18
"rice",2,9,18
"ridg",1,9,18
"roc",7,9,18
"sativa",1,9,18
"scienc",2,9,18
"sebastião",1,9,18
"seed",6,9,18
"select",5,9,18
"sensit",2,9,18
"silva",1,9,18
"spearman",1,9,18
"specif",2,9,18
"storag",4,9,18
"suitabl",1,9,18
"test",1,9,18
"therefor",2,9,18
"tool",1,9,18
"universidad",1,9,18
"usual",1,9,18
"valid",1,9,18
"valu",4,9,18
"variabl",1,9,18
"varieti",2,9,18
"viçosa",1,9,18
"wide",2,9,18
"work",1,9,18
"zeferino",1,9,18
"accomplish",1,10,18
"accord",1,10,18
"accuraci",1,10,18
"addit",1,10,18
"adjust",2,10,18
"advis",1,10,18
"agricultur",1,10,18
"alassan",1,10,18
"also",1,10,18
"analysi",5,10,18
"analyz",1,10,18
"anoth",1,10,18
"best",2,10,18
"block",2,10,18
"can",2,10,18
"case",1,10,18
"coeffici",1,10,18
"collect",1,10,18
"combin",1,10,18
"conclud",2,10,18
"conduct",1,10,18
"daibou",1,10,18
"data",1,10,18
"dataset",1,10,18
"design",2,10,18
"deviat",2,10,18
"differ",2,10,18
"distribut",1,10,18
"effect",2,10,18
"equal",2,10,18
"equat",2,10,18
"error",1,10,18
"establish",1,10,18
"evalu",5,10,18
"expect",2,10,18
"experi",4,10,18
"experiment",3,10,18
"factor",1,10,18
"factori",2,10,18
"februari",1,10,18
"feder",1,10,18
"final",1,10,18
"four",1,10,18
"function",1,10,18
"gener",1,10,18
"greatest",1,10,18
"independ",5,10,18
"initi",1,10,18
"instal",3,10,18
"ivo",1,10,18
"josé",1,10,18
"júnior",1,10,18
"keyword",1,10,18
"level",5,10,18
"linear",11,10,18
"mani",1,10,18
"mean",1,10,18
"measur",1,10,18
"model",7,10,18
"msc",1,10,18
"multipl",3,10,18
"normal",1,10,18
"number",7,10,18
"object",1,10,18
"otherwis",2,10,18
"per",3,10,18
"perform",6,10,18
"plan",2,10,18
"popul",2,10,18
"possibl",3,10,18
"precis",1,10,18
"provid",2,10,18
"quantit",5,10,18
"random",2,10,18
"rbd",4,10,18
"recommend",4,10,18
"regress",11,10,18
"repetit",4,10,18
"replic",1,10,18
"respect",1,10,18
"respons",2,10,18
"ribeiro",1,10,18
"scienc",1,10,18
"separ",1,10,18
"sever",1,10,18
"simpl",2,10,18
"simul",2,10,18
"singl",1,10,18
"smallest",2,10,18
"standard",2,10,18
"studi",4,10,18
"surfac",1,10,18
"three",3,10,18
"thu",1,10,18
"total",1,10,18
"treatment",5,10,18
"two",7,10,18
"unit",2,10,18
"universidad",1,10,18
"variabl",7,10,18
"variat",1,10,18
"verifi",1,10,18
"viçosa",1,10,18
"wai",1,10,18
"whose",1,10,18
"work",1,10,18
"zero",1,10,18
"<U+0001D7A5>^",2,11,18
"accord",1,11,18
"act",1,11,18
"adopt",1,11,18
"advis",2,11,18
"among",1,11,18
"analys",1,11,18
"analyz",2,11,18
"applic",1,11,18
"aspect",1,11,18
"assumpt",2,11,18
"author",1,11,18
"balanc",1,11,18
"barbosa",1,11,18
"bartlett",2,11,18
"best",2,11,18
"brown",2,11,18
"campana",1,11,18
"cochran",1,11,18
"come",1,11,18
"compar",1,11,18
"comparison",1,11,18
"complet",1,11,18
"compromis",1,11,18
"confid",1,11,18
"conov",1,11,18
"consensu",1,11,18
"control",1,11,18
"data",1,11,18
"design",1,11,18
"differ",2,11,18
"distribut",3,11,18
"eduardo",1,11,18
"empir",3,11,18
"erron",1,11,18
"error",2,11,18
"evalu",2,11,18
"factor",1,11,18
"feder",1,11,18
"fligner",1,11,18
"follow",1,11,18
"forsyth",2,11,18
"fulfil",1,11,18
"ghiotto",1,11,18
"gleynner",1,11,18
"grant",1,11,18
"hartlei",1,11,18
"heterogen",1,11,18
"heteroscedast",2,11,18
"high",1,11,18
"homogen",3,11,18
"homoscedast",1,11,18
"howev",1,11,18
"hypothesi",3,11,18
"imbal",1,11,18
"indic",2,11,18
"influenc",1,11,18
"intend",1,11,18
"june",1,11,18
"keyword",1,11,18
"killeen",1,11,18
"lead",1,11,18
"least",1,11,18
"level",1,11,18
"leven",1,11,18
"lima",1,11,18
"literatur",1,11,18
"mai",1,11,18
"major",1,11,18
"menez",1,11,18
"mood",2,11,18
"msc",1,11,18
"neriolson",1,11,18
"non",2,11,18
"nonparametr",1,11,18
"normal",2,11,18
"observ",1,11,18
"obtain",3,11,18
"order",1,11,18
"parametr",4,11,18
"perform",3,11,18
"popul",1,11,18
"power",3,11,18
"probabl",2,11,18
"proport",2,11,18
"propos",1,11,18
"random",1,11,18
"rate",3,11,18
"reliabl",1,11,18
"result",2,11,18
"robust",1,11,18
"santo",1,11,18
"satisfi",1,11,18
"scenario",3,11,18
"sensit",1,11,18
"set",1,11,18
"sever",2,11,18
"simul",2,11,18
"softwar",1,11,18
"statist",1,11,18
"studi",1,11,18
"subject",1,11,18
"taken",1,11,18
"terra",1,11,18
"test",10,11,18
"therefor",1,11,18
"three",1,11,18
"thu",1,11,18
"type",2,11,18
"unbalanc",1,11,18
"universidad",1,11,18
"varianc",3,11,18
"verifi",1,11,18
"viçosa",1,11,18
"will",1,11,18
"work",1,11,18
"advis",2,12,18
"agricultur",1,12,18
"aid",1,12,18
"aim",1,12,18
"alexandr",1,12,18
"algorithm",1,12,18
"allow",1,12,18
"analysi",3,12,18
"analyz",1,12,18
"antônio",1,12,18
"appli",2,12,18
"area",2,12,18
"assert",1,12,18
"attribut",1,12,18
"block",7,12,18
"carneiro",1,12,18
"carri",1,12,18
"character",1,12,18
"chemic",4,12,18
"cluster",3,12,18
"compon",5,12,18
"contain",1,12,18
"control",2,12,18
"data",2,12,18
"defin",2,12,18
"delimit",1,12,18
"depend",1,12,18
"design",2,12,18
"determin",2,12,18
"differ",1,12,18
"dimension",1,12,18
"distanc",1,12,18
"divid",1,12,18
"effect",1,12,18
"experi",3,12,18
"experiment",7,12,18
"explain",2,12,18
"februari",1,12,18
"feder",1,12,18
"final",1,12,18
"form",1,12,18
"format",1,12,18
"geostatist",3,12,18
"gérson",1,12,18
"good",1,12,18
"group",1,12,18
"gustavo",1,12,18
"henriqu",1,12,18
"homogen",1,12,18
"identifi",1,12,18
"initi",1,12,18
"interest",1,12,18
"interpol",2,12,18
"invers",1,12,18
"involv",1,12,18
"keyword",1,12,18
"krige",3,12,18
"local",2,12,18
"locat",1,12,18
"luiz",1,12,18
"mean",3,12,18
"methodologi",1,12,18
"msc",1,12,18
"number",1,12,18
"object",1,12,18
"order",1,12,18
"ordinari",1,12,18
"origin",1,12,18
"part",1,12,18
"perform",1,12,18
"peternelli",1,12,18
"point",1,12,18
"policarpo",1,12,18
"precis",1,12,18
"princip",5,12,18
"principl",1,12,18
"procedur",1,12,18
"propos",1,12,18
"prove",1,12,18
"reduc",2,12,18
"region",1,12,18
"rodrigu",1,12,18
"santo",1,12,18
"show",1,12,18
"silva",1,12,18
"similar",1,12,18
"sinc",1,12,18
"site",1,12,18
"soil",4,12,18
"souza",1,12,18
"spatial",3,12,18
"stand",1,12,18
"sugarcan",1,12,18
"techniqu",8,12,18
"thu",2,12,18
"two",2,12,18
"uniform",1,12,18
"universidad",1,12,18
"unsampl",2,12,18
"variabl",10,12,18
"varianc",1,12,18
"via",2,12,18
"viçosa",1,12,18
"wai",1,12,18
"well",1,12,18
"-mean",1,13,18
"<U+0001D57A>",1,13,18
"access",1,13,18
"adequaci",1,13,18
"advisor",2,13,18
"agronomi",1,13,18
"allow",1,13,18
"annuum",4,13,18
"aparecida",1,13,18
"area",1,13,18
"bank",1,13,18
"base",1,13,18
"better",1,13,18
"bghufv",1,13,18
"came",1,13,18
"capsicum",3,13,18
"cecon",1,13,18
"characterist",1,13,18
"close",1,13,18
"closest",2,13,18
"cluster",3,13,18
"coeffici",2,13,18
"cohenet",1,13,18
"combin",1,13,18
"conduct",1,13,18
"contain",2,13,18
"content",1,13,18
"contribut",1,13,18
"correl",1,13,18
"criteria",1,13,18
"cross",1,13,18
"cultiv",1,13,18
"data",3,13,18
"degre",1,13,18
"depart",1,13,18
"design",1,13,18
"dissimilar",1,13,18
"diverg",3,13,18
"divers",2,13,18
"divid",2,13,18
"econom",1,13,18
"entir",1,13,18
"evalu",2,13,18
"experi",1,13,18
"experiment",2,13,18
"extrem",1,13,18
"februari",1,13,18
"feder",3,13,18
"filho",1,13,18
"four",1,13,18
"fruit",3,13,18
"furthermor",1,13,18
"gather",3,13,18
"genet",6,13,18
"genotyp",11,13,18
"genu",1,13,18
"germplasm",1,13,18
"greenhous",1,13,18
"group",9,13,18
"hierarch",4,13,18
"highest",1,13,18
"hybrid",1,13,18
"identifi",2,13,18
"iii",1,13,18
"import",3,13,18
"improv",1,13,18
"includ",1,13,18
"indic",1,13,18
"keyword",1,13,18
"know",1,13,18
"largest",2,13,18
"length",1,13,18
"mai",1,13,18
"martin",1,13,18
"mean",4,13,18
"method",15,13,18
"msc",1,13,18
"multivari",1,13,18
"nearest",2,13,18
"neighbor",4,13,18
"neto",1,13,18
"nine",2,13,18
"non",1,13,18
"number",3,13,18
"object",1,13,18
"occur",1,13,18
"paulo",1,13,18
"per",2,13,18
"percentag",1,13,18
"plant",3,13,18
"popul",1,13,18
"possibl",1,13,18
"procedur",1,13,18
"prove",1,13,18
"pulp",1,13,18
"random",1,13,18
"reason",1,13,18
"regardless",1,13,18
"regist",1,13,18
"repetit",1,13,18
"research",1,13,18
"respect",2,13,18
"ripe",1,13,18
"roberto",1,13,18
"sebastião",1,13,18
"seed",1,13,18
"select",1,13,18
"souza",1,13,18
"speci",1,13,18
"studi",3,13,18
"techniqu",1,13,18
"thaynara",1,13,18
"therefor",1,13,18
"thick",1,13,18
"thu",1,13,18
"tocher",5,13,18
"total",1,13,18
"twenti",1,13,18
"unit",1,13,18
"univers",2,13,18
"universidad",1,13,18
"valid",1,13,18
"variabl",1,13,18
"viçosa",3,13,18
"vitamin",1,13,18
"ward",3,13,18
"weight",1,13,18
"width",1,13,18
"academ",1,14,18
"accord",1,14,18
"advis",1,14,18
"allow",1,14,18
"analysi",2,14,18
"anova",1,14,18
"approach",1,14,18
"associ",3,14,18
"asymptot",1,14,18
"barbosa",1,14,18
"call",1,14,18
"camila",1,14,18
"campana",1,14,18
"carri",1,14,18
"classifi",1,14,18
"collect",1,14,18
"compon",1,14,18
"confid",2,14,18
"cristina",1,14,18
"data",1,14,18
"decompos",1,14,18
"delta",1,14,18
"directli",1,14,18
"eduardo",1,14,18
"effect",1,14,18
"estim",4,14,18
"evalu",1,14,18
"failur",1,14,18
"feder",1,14,18
"gage",3,14,18
"index",1,14,18
"industri",1,14,18
"insuccess",1,14,18
"interv",3,14,18
"keyword",1,14,18
"mai",1,14,18
"mainli",1,14,18
"mean",1,14,18
"measur",2,14,18
"method",4,14,18
"methodologi",1,14,18
"minim",1,14,18
"moment",1,14,18
"montgomeri",1,14,18
"msa",1,14,18
"msc",1,14,18
"multivari",1,14,18
"object",1,14,18
"obtain",2,14,18
"oper",2,14,18
"part",3,14,18
"probabl",1,14,18
"process",1,14,18
"product",1,14,18
"profession",1,14,18
"qualiti",2,14,18
"random",1,14,18
"refer",1,14,18
"repeat",3,14,18
"reproduc",3,14,18
"runger",1,14,18
"squar",1,14,18
"statist",2,14,18
"studi",2,14,18
"subsequ",1,14,18
"suitabl",1,14,18
"system",3,14,18
"tabl",1,14,18
"teixeira",1,14,18
"therefor",2,14,18
"total",1,14,18
"tradit",1,14,18
"try",1,14,18
"two",1,14,18
"universidad",1,14,18
"varianc",2,14,18
"variat",1,14,18
"via",2,14,18
"viçosa",1,14,18
"work",2,14,18
"advis",2,15,18
"analysi",6,15,18
"basic",1,15,18
"basto",1,15,18
"breed",2,15,18
"can",1,15,18
"carlo",3,15,18
"carri",1,15,18
"characterist",1,15,18
"chosen",1,15,18
"coeffici",2,15,18
"consequ",1,15,18
"contain",1,15,18
"continu",1,15,18
"data",5,15,18
"decemb",1,15,18
"due",1,15,18
"effect",1,15,18
"estim",3,15,18
"explain",1,15,18
"feder",1,15,18
"fernando",1,15,18
"find",1,15,18
"five",1,15,18
"fix",1,15,18
"function",4,15,18
"gender",1,15,18
"gener",1,15,18
"henc",1,15,18
"henderson",1,15,18
"henriqu",1,15,18
"highlight",1,15,18
"implement",3,15,18
"individu",3,15,18
"junior",1,15,18
"keyword",1,15,18
"leg",1,15,18
"legendr",3,15,18
"linearli",1,15,18
"longitudin",3,15,18
"make",1,15,18
"martin",1,15,18
"measur",1,15,18
"methodologi",1,15,18
"mix",3,15,18
"mmer",1,15,18
"model",7,15,18
"msc",1,15,18
"need",1,15,18
"object",1,15,18
"obtain",1,15,18
"order",1,15,18
"osório",1,15,18
"packag",3,15,18
"paramet",2,15,18
"parent",1,15,18
"perform",1,15,18
"polynomi",4,15,18
"possibl",1,15,18
"predict",2,15,18
"present",1,15,18
"propos",1,15,18
"random",5,15,18
"regress",6,15,18
"repeat",1,15,18
"respect",1,15,18
"rrm",5,15,18
"set",5,15,18
"sex",1,15,18
"silva",1,15,18
"softwar",2,15,18
"sommer",5,15,18
"sought",1,15,18
"souza",1,15,18
"term",1,15,18
"time",3,15,18
"universidad",1,15,18
"valu",2,15,18
"valuesiniti",1,15,18
"vari",1,15,18
"variat",2,15,18
"viçosa",1,15,18
"view",1,15,18
"weight",3,15,18
"work",1,15,18
"accord",1,16,18
"accuraci",1,16,18
"advanc",1,16,18
"advis",1,16,18
"advisor",1,16,18
"agreement",1,16,18
"aim",1,16,18
"alcohol",3,16,18
"alexandr",1,16,18
"algorithm",2,16,18
"almost",1,16,18
"also",1,16,18
"among",1,16,18
"analyz",1,16,18
"associ",3,16,18
"bia",1,16,18
"bodi",1,16,18
"cal",1,16,18
"cancer",1,16,18
"câncer",1,16,18
"case",2,16,18
"center",1,16,18
"chi",1,16,18
"citi",2,16,18
"class",1,16,18
"complex",1,16,18
"consid",1,16,18
"consumpt",1,16,18
"data",1,16,18
"develop",1,16,18
"diagno",1,16,18
"difficult",1,16,18
"digest",2,16,18
"distant",1,16,18
"earli",1,16,18
"educ",3,16,18
"electron",1,16,18
"elementari",1,16,18
"elsa",1,16,18
"entrogram",1,16,18
"epidemiolog",2,16,18
"estim",2,16,18
"excess",1,16,18
"exist",1,16,18
"factor",2,16,18
"februari",1,16,18
"feder",1,16,18
"flavio",1,16,18
"fora",1,16,18
"forest",1,16,18
"frequent",2,16,18
"geograph",2,16,18
"gérson",1,16,18
"greater",1,16,18
"higher",1,16,18
"highest",1,16,18
"highli",1,16,18
"hospit",2,16,18
"identif",1,16,18
"immedi",3,16,18
"incomplet",1,16,18
"index",1,16,18
"inform",1,16,18
"institut",2,16,18
"intellig",1,16,18
"intermedi",1,16,18
"juiz",1,16,18
"keyword",1,16,18
"learn",2,16,18
"less",1,16,18
"lethal",2,16,18
"loss",1,16,18
"low",3,16,18
"luiz",1,16,18
"machin",2,16,18
"main",1,16,18
"maintain",1,16,18
"male",1,16,18
"map",1,16,18
"marri",1,16,18
"mass",1,16,18
"measur",1,16,18
"medi",1,16,18
"methodologi",1,16,18
"msc",1,16,18
"municip",2,16,18
"muriaé",2,16,18
"nal",1,16,18
"non",1,16,18
"nutrit",1,16,18
"nutritio",1,16,18
"obtain",2,16,18
"oncologi",1,16,18
"organ",2,16,18
"overweight",1,16,18
"overweightobes",1,16,18
"patient",7,16,18
"pearson",1,16,18
"peternelli",1,16,18
"polici",1,16,18
"present",1,16,18
"product",1,16,18
"profil",2,16,18
"proport",2,16,18
"public",1,16,18
"random",1,16,18
"rapid",1,16,18
"rate",3,16,18
"record",1,16,18
"refer",1,16,18
"region",4,16,18
"result",1,16,18
"risk",4,16,18
"rodrigu",1,16,18
"santo",1,16,18
"satisfactori",1,16,18
"school",1,16,18
"scienc",1,16,18
"show",2,16,18
"signific",1,16,18
"smoker",2,16,18
"spatial",2,16,18
"squar",1,16,18
"stage",3,16,18
"statu",2,16,18
"studi",3,16,18
"tal",1,16,18
"test",2,16,18
"tobacco",1,16,18
"tumor",4,16,18
